---- PEOPLE ----
('Ypgyjlxuneo', 'Ehrqiyjp', 'MA', 'Jersey City'),
(20, 404, 18, 10),
(279, 584, 11, 5),
(869, 383, 8, 5),
(176, 500, 12, 8),
(31, 603, 7, 6),
(243, 552, 17, 9),
(683, 244, 11, 7),
(799, 695, 16, 10),
(607, 32, 12, 6),
(819, 61, 9, 6),
(349, 232, 10, 3),
(270, 265, 5, 4),
(764, 560, 11, 2),
(424, 629, 5, 2),
(655, 181, 10, 2),
(450, 211, 5, 4),
(870, 210, 10, 8),
(519, 564, 13, 6),
(465, 757, 10, 7),
(309, 246, 8, 7),
(550, 584, 10, 5),
(756, 621, 3, 1),
(188, 191, 12, 4),
(302, 924, 7, 4),
(109, 878, 13, 7),
(356, 732, 15, 8),
(441, 459, 13, 10),
(878, 859, 9, 9),
(170, 807, 8, 2),
(130, 200, 6, 3),
(749, 665, 10, 7),
(614, 12, 4, 4),
(139, 49, 11, 3),
(378, 96, 3, 1),
(71, 460, 7, 1),
(652, 161, 16, 7),
(906, 252, 8, 4),
(182, 465, 11, 10),
(104, 505, 4, 3),
(700, 707, 8, 8),
(199, 755, 4, 2),
(72, 37, 11, 4),
(857, 331, 7, 2),
(403, 559, 12, 10),
(666, 111, 9, 7),
(661, 181, 2, 2),
(184, 128, 13, 7),
(298, 133, 3, 2),
(602, 711, 13, 7),
(119, 231, 6, 1),
(819, 515, 9, 8),
(228, 201, 6, 2),
(512, 95, 9, 3),
(627, 295, 14, 6),
(66, 647, 13, 8),
(738, 597, 12, 5),
(175, 790, 5, 1),
(545, 627, 4, 1),
(209, 792, 12, 3),
(43, 539, 13, 5),
(214, 292, 11, 5),
(93, 126, 12, 7),
(651, 752, 7, 2),
(726, 814, 9, 4),
(990, 890, 11, 9),
(2, 529, 7, 2),
(656, 695, 9, 5),
(546, 900, 4, 3),
(357, 989, 9, 9),
(133, 741, 8, 2),
(815, 309, 9, 9),
(277, 496, 8, 2),
(556, 956, 9, 8),
(770, 709, 8, 6),
(725, 580, 10, 5),
(84, 880, 16, 10),
(5, 928, 18, 10),
(874, 563, 4, 4),
(35, 658, 11, 6),
(409, 490, 12, 5),
(349, 171, 2, 2),
(693, 841, 10, 9),
(927, 253, 6, 5),
(850, 280, 1, 1),
(420, 472, 10, 4),
(495, 633, 10, 3),
(578, 549, 4, 1),
(407, 130, 8, 1),
(675, 961, 15, 9),
(617, 66, 8, 3),
(35, 271, 11, 4),
(136, 705, 3, 2),
(263, 539, 12, 7),
(589, 33, 12, 10),
(734, 656, 9, 3),
(168, 987, 13, 10),
(358, 712, 14, 6),
(892, 728, 1, 1),
(902, 382, 2, 1),
(958, 34, 9, 5),
(267, 29, 5, 1),
(6, 656, 10, 9),
(744, 776, 10, 5),
(539, 1, 12, 4),
(190, 825, 9, 5),
(577, 962, 4, 3),
(619, 290, 5, 2),
(300, 464, 8, 2),
(961, 726, 7, 1),
(455, 904, 8, 4),
(534, 793, 3, 1),
(595, 517, 1, 1),
(642, 994, 15, 9),
(978, 465, 14, 5),
(857, 19, 9, 5),
(97, 838, 5, 3),
(947, 738, 11, 8),
(990, 957, 5, 3),
(1, 737, 10, 8),
(755, 575, 8, 3),
(950, 909, 12, 3),
(864, 441, 11, 4),
(315, 978, 2, 2),
(578, 142, 7, 6),
(317, 423, 11, 9),
(738, 917, 13, 8),
(120, 440, 7, 6),
(639, 739, 9, 8),
(329, 596, 8, 6),
(627, 417, 3, 2),
(481, 205, 5, 4),
(523, 706, 11, 7),
(216, 354, 11, 9),
(724, 327, 10, 6),
(683, 765, 5, 4),
(609, 256, 5, 4),
(261, 815, 12, 9),
(531, 693, 17, 10),
(208, 401, 12, 8),
(11, 438, 15, 8),
(72, 443, 5, 5),
(830, 639, 11, 7),
(823, 327, 17, 8),
(891, 353, 16, 8),
(118, 969, 12, 9),
(479, 85, 12, 10),
(135, 323, 15, 8),
(714, 748, 15, 10),
(596, 34, 12, 7),
(991, 246, 13, 4),
(189, 465, 14, 8),
(84, 315, 7, 6),
(784, 711, 12, 10),
(891, 152, 2, 1),
(380, 894, 13, 5),
(473, 847, 5, 4),
(673, 430, 7, 5),
(400, 367, 14, 7),
(259, 942, 9, 6),
(523, 576, 12, 3),
(894, 728, 11, 7),
(768, 34, 18, 9),
(317, 429, 7, 5),
(852, 733, 11, 8),
(564, 901, 3, 3),
(769, 493, 7, 3),
(42, 703, 3, 3),
(625, 311, 11, 6),
(814, 277, 4, 3),
(471, 181, 11, 6),
(359, 723, 6, 2),
(583, 508, 7, 3),
(112, 667, 2, 2),
(825, 560, 7, 6),
(12, 135, 13, 8),
(478, 93, 18, 9),
(295, 999, 12, 4),
(588, 954, 10, 4),
(346, 684, 17, 9),
(971, 895, 7, 7),
(18, 823, 9, 2),
(779, 802, 12, 10),
(554, 543, 5, 5),
(206, 361, 9, 8),
(121, 860, 13, 7),
(69, 760, 4, 1),
(973, 81, 7, 6),
(913, 672, 5, 5),
(770, 376, 9, 6),
(804, 294, 8, 2),
(762, 799, 3, 1),
(698, 568, 8, 4),
(839, 321, 9, 8),
(9, 924, 11, 5),
(916, 601, 15, 8),
(453, 690, 7, 2),
(815, 887, 8, 1),
(43, 241, 13, 8),
(780, 169, 5, 3),
(536, 777, 9, 9),
(455, 714, 9, 1),
(896, 604, 8, 5),
(429, 823, 8, 6),
(423, 603, 10, 3),
(237, 456, 11, 4),
(460, 78, 8, 2),
(705, 308, 13, 9),
(433, 298, 8, 6),
(890, 513, 16, 7),
(967, 60, 9, 2),
(756, 787, 9, 7),
(559, 16, 5, 4),
(661, 614, 8, 5),
(100, 448, 4, 2),
(756, 568, 13, 9),
(91, 717, 12, 3),
(15, 107, 15, 6),
(637, 472, 4, 3),
(655, 344, 5, 2),
(628, 159, 9, 8),
(732, 235, 5, 1),
(163, 944, 13, 9),
(523, 591, 7, 4),
(974, 497, 6, 5),
(29, 510, 4, 1),
(632, 146, 11, 10),
(879, 514, 7, 7),
(585, 693, 9, 2),
(997, 473, 9, 9),
(120, 802, 9, 7),
(520, 562, 8, 5),
(94, 699, 9, 1),
(254, 246, 6, 2),
(631, 738, 14, 6),
(29, 946, 6, 4),
(401, 998, 10, 4),
(858, 958, 10, 3),
(984, 815, 12, 10),
(756, 661, 15, 6),
(374, 274, 13, 7),
(56, 793, 4, 4),
(908, 89, 15, 6),
(375, 568, 8, 3),
(951, 941, 6, 6),
(781, 33, 9, 7),
(964, 397, 18, 9),
(922, 328, 7, 1),
(975, 642, 15, 9),
(224, 385, 7, 4),
(926, 901, 3, 2),
(946, 225, 8, 7),
(767, 370, 13, 8),
(733, 954, 9, 6),
(615, 460, 8, 2),
(881, 909, 14, 9),
(742, 459, 14, 10),
(27, 504, 3, 2),
(238, 369, 9, 7),
(789, 706, 4, 3),
(278, 479, 10, 6),
(832, 61, 8, 7),
(706, 835, 18, 10),
(920, 379, 8, 5),
(347, 444, 3, 1),
(911, 883, 15, 6),
(515, 508, 8, 3),
(527, 547, 12, 3),
(892, 749, 15, 10),
(318, 685, 17, 8),
(698, 578, 12, 8),
(181, 519, 14, 5),
(538, 16, 4, 1),
(439, 979, 12, 5),
(288, 856, 11, 6),
(657, 468, 15, 8),
(158, 341, 12, 9),
(807, 621, 13, 7),
(828, 237, 10, 7),
(739, 831, 15, 9),
(722, 458, 12, 9),
(879, 698, 9, 6),
(102, 72, 6, 2),
(797, 161, 5, 2),
(570, 717, 11, 4),
(603, 286, 11, 10),
(747, 262, 15, 9),
(586, 390, 6, 6),
(691, 293, 3, 3),
(309, 601, 11, 10),
(940, 425, 11, 4),
(317, 450, 14, 8),
(632, 184, 12, 6),
(44, 44, 2, 1),
(592, 370, 13, 10),
(888, 467, 9, 3),
(554, 303, 4, 4),
(306, 238, 16, 7),
(47, 709, 9, 6),
(876, 307, 10, 1),
(401, 354, 12, 4),
(994, 673, 6, 3),
(432, 797, 11, 7),
(516, 567, 13, 4),
(189, 538, 10, 1),
(448, 620, 12, 10),
(851, 734, 16, 7),
(839, 321, 10, 10),
(747, 420, 16, 7),
(588, 240, 9, 6),
(408, 745, 11, 8),
(282, 492, 9, 3),
(781, 283, 10, 1),
(961, 518, 11, 8),
(49, 482, 13, 9),
(808, 167, 4, 3)
